,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
1501,traveled montgomery think,0.002262,0.000715,0.001072,0.000756,0.000662,Happiness
1502,increasingly muggy katherine impacts climate,0.2,0.2,0.2,0.2,0.2,Neutral
1503,describes optacon electronic invented prof h,0.2,0.2,0.2,0.2,0.2,Neutral
1504,happens outrage racist sexist unpatriotic goes viral,0.550000,1.970000,1.290000,1.125000,1.070000,Anger
1505,medieval inspired ambiguous crystal saw embodiment,0.007910,0.002305,0.002422,0.002305,0.002129,Happiness
1506,using sean wu utkan shepherd nearly,0.2,0.2,0.2,0.2,0.2,Neutral
1507,always first ignore whisper later youll,0.2,0.2,0.2,0.2,0.2,Neutral
1508,less sensitive sensitive win,4.726875,4.915625,4.915625,4.917500,4.926875,Disgust
1509,taken extreme built aimed,0.2,0.2,0.2,0.2,0.2,Neutral
1510,shows acoustic recorded,0.2,0.2,0.2,0.2,0.2,Neutral
1511,dressed footlong dazzle used confuse german,0.856250,0.292500,0.287500,0.287500,0.271250,Happiness
1512,found bigger average pay percent smaller,0.2,0.2,0.2,0.2,0.2,Neutral
1513,fell love mechanical took introductory discovered,0.2,0.2,0.2,0.2,0.2,Neutral
1514,alumni ms astroillini first ride,0.2,0.2,0.2,0.2,0.2,Neutral
1515,finding understanding challenging na,0.2,0.2,0.2,0.2,0.2,Neutral
1516,mexican american novel global warming saga multiracial,0.2,0.2,0.2,0.2,0.2,Neutral
1517,never wanted seasonending doubleovertime rival,0.2,0.2,0.2,0.2,0.2,Neutral
1518,elementary changed whos good useful,0.887501,0.317500,0.285000,0.290000,0.280000,Happiness
1519,developed automatically accurate wide,0.2,0.2,0.2,0.2,0.2,Neutral
1520,human behavioral popular,0.2,0.2,0.2,0.2,0.2,Neutral
1521,stanford legal recent supreme pt find past,0.2,0.2,0.2,0.2,0.2,Neutral
1522,jennifer wolf listen,0.2,0.2,0.2,0.2,0.2,Neutral
1523,stanford legal pt insight find past,0.2,0.2,0.2,0.2,0.2,Neutral
1524,thirteen latinoowned,0.2,0.2,0.2,0.2,0.2,Neutral
1525,coachella ground new native american,0.2,0.2,0.2,0.2,0.2,Neutral
1526,solarpowered collapsible uganda sell chilled,0.2,0.2,0.2,0.2,0.2,Neutral
1527,weakening help automakers compete globally kolstad says,0.2,0.2,0.2,0.2,0.2,Neutral
1528,fortyfive ago flew,0.2,0.2,0.2,0.2,0.2,Neutral
1529,appbased designed helps identify,0.2,0.2,0.2,0.2,0.2,Neutral
1530,protect seas ensure economic,0.2,0.2,0.2,0.2,0.2,Neutral
1531,clear mean writes thous,0.2,0.2,0.2,0.2,0.2,Neutral
1532,new wearable amount cortisol sweat providing objective,0.2,0.2,0.2,0.2,0.2,Neutral
1533,permeated wasnt wanted helpful,0.2,0.2,0.2,0.2,0.2,Neutral
1534,basic drive supply biased lowincome,0.2,0.2,0.2,0.2,0.2,Neutral
1535,gender katherine found,0.080937,0.045312,0.040938,0.044062,0.044375,Happiness
1536,limited living elses,0.2,0.2,0.2,0.2,0.2,Neutral
1537,exceptionally broad,0.2,0.2,0.2,0.2,0.2,Neutral
1538,opposite block amina gautier chronic,0.2,0.2,0.2,0.2,0.2,Neutral
1539,holly hernandez,0.2,0.2,0.2,0.2,0.2,Neutral
1540,subject legal united say,0.060000,0.040000,0.038750,0.039688,0.036875,Happiness
1541,humble dennis attacked,1.565000,0.660000,0.660000,0.790000,0.555000,Happiness
1542,increases suicide use depressive social found,0.126250,0.440000,0.466250,0.566250,0.407500,Sadness
1543,many critical fundamentally technical,0.2,0.2,0.2,0.2,0.2,Neutral
1544,eric reported first digital left,0.2,0.2,0.2,0.2,0.2,Neutral
1545,low called acetyllcarnitine,0.2,0.2,0.2,0.2,0.2,Neutral
1546,make isnt useful essential,0.887500,0.317500,0.285000,0.290000,0.280000,Happiness
1547,messages pregnant help predict,0.2,0.2,0.2,0.2,0.2,Neutral
1548,feel great well learn,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1549,spread new effectiveness targeting influential,0.2,0.2,0.2,0.2,0.2,Neutral
1550,congressional coretta,0.2,0.2,0.2,0.2,0.2,Neutral
1551,looking conflictavoidant navigating unequal many adopt,0.2,0.2,0.2,0.2,0.2,Neutral
1552,global increased recordsetting hot percent,0.2,0.2,0.2,0.2,0.2,Neutral
1553,want learn better says,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1554,satirize white white powerful says,0.152500,0.072604,0.099687,0.059896,0.060573,Happiness
1555,far made greenland shipped ro,1.080000,0.565000,0.850000,0.625000,0.565000,Happiness
1556,pt insight listen past,0.2,0.2,0.2,0.2,0.2,Neutral
1557,solarpowered portable handwashing,0.2,0.2,0.2,0.2,0.2,Neutral
1558,there protocol likely higher developing,0.2,0.2,0.2,0.2,0.2,Neutral
1559,not influenced global warming getting close,0.2,0.2,0.2,0.2,0.2,Neutral
1560,listen pt find pas,0.2,0.2,0.2,0.2,0.2,Neutral
1561,new affordably enable much higher solar using earthabundant,0.2,0.2,0.2,0.2,0.2,Neutral
1562,not influenced global warming getting close,0.2,0.2,0.2,0.2,0.2,Neutral
1563,designed dprinted suffer common,0.2,0.2,0.2,0.2,0.2,Neutral
1564,really refined said former lab,0.2,0.2,0.2,0.2,0.2,Neutral
1565,there protocol likely higher developing,0.2,0.2,0.2,0.2,0.2,Neutral
1566,solarpowered portable handwashing,0.2,0.2,0.2,0.2,0.2,Neutral
1567,likely soon become similar online targeted individual rather,0.2,0.2,0.2,0.2,0.2,Neutral
1568,senior warned california unintended result,0.2,0.2,0.2,0.2,0.2,Neutral
1569,many excited supersonic return warn negative environmental,0.2,0.2,0.2,0.2,0.2,Neutral
1570,gps set run golden,0.2,0.2,0.2,0.2,0.2,Neutral
1571,want learn better says,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1572,study recognized staying hurt receiving,0.972500,0.430000,0.450000,0.340000,0.682500,Happiness
1573,see exact hot versus cold,0.735000,1.105000,0.940000,1.115000,0.740000,Sadness
1574,curated peggy phelan richard opens sept,0.2,0.2,0.2,0.2,0.2,Neutral
1575,stands thrilling says served,2.010000,0.605000,1.075000,0.590000,0.540000,Happiness
1576,delays taking social see strong financial says,0.013750,0.006172,0.006445,0.004727,0.004570,Happiness
1577,question litigated going make supreme,0.2,0.2,0.2,0.2,0.2,Neutral
1578,messages pregnant help predict,0.2,0.2,0.2,0.2,0.2,Neutral
1579,hecuba helen created strong persist resist,0.013750,0.006172,0.006445,0.004727,0.004570,Happiness
1580,found strong increases suicide use,0.066562,0.221543,0.234736,0.284307,0.204893,Sadness
1581,start considering inadvertently create bad,0.2,0.2,0.2,0.2,0.2,Neutral
1582,led scientist alberto created stretchy applied directly,0.2,0.2,0.2,0.2,0.2,Neutral
1583,paul ehrlich face u,0.048750,0.028750,0.029063,0.031250,0.027187,Happiness
1584,paul ehrlich face u,0.024375,0.014375,0.014531,0.015625,0.013594,Happiness
1585,occurring different linguistic,0.2,0.2,0.2,0.2,0.2,Neutral
1586,better understanding suicide public says,0.063125,0.220000,0.233125,0.283125,0.203750,Sadness
1587,pairing provide better long,0.2,0.2,0.2,0.2,0.2,Neutral
1588,avoid improve says,0.001934,0.000630,0.000718,0.000610,0.000518,Happiness
1589,stanford,0.2,0.2,0.2,0.2,0.2,Neutral
1590,reach current develop acquiring make,0.2,0.2,0.2,0.2,0.2,Neutral
1591,fall underground suck arsenic,0.082500,0.047188,0.053437,0.046875,0.039062,Happiness
1592,inspired makes,0.003955,0.001152,0.001211,0.001152,0.001064,Happiness
1593,advanced new solar large affordably,0.2,0.2,0.2,0.2,0.2,Neutral
1594,identified tomboy growing dark skin black natural didnt really fit,0.087422,0.079062,0.139375,0.102005,0.061406,Fear
1595,never thought lead deeper,4.911875,4.940000,4.938438,4.937812,4.946250,Disgust
1596,listen pt insight find past,0.2,0.2,0.2,0.2,0.2,Neutral
1597,jeff fisher michelle episode,0.2,0.2,0.2,0.2,0.2,Neutral
1598,listened found thin,0.2,0.2,0.2,0.2,0.2,Neutral
1599,lots key,0.065937,0.041563,0.039062,0.038125,0.035312,Happiness
1600,parchment discussed ancient medical written arabic using,0.2,0.2,0.2,0.2,0.2,Neutral
1601,ago behavioral cookedup go,0.2,0.2,0.2,0.2,0.2,Neutral
1602,linda guests,0.2,0.2,0.2,0.2,0.2,Neutral
1603,stanford legal pt insight find past,0.2,0.2,0.2,0.2,0.2,Neutral
1604,selected filmmaking many explores managing,0.2,0.2,0.2,0.2,0.2,Neutral
1605,lots key,0.032969,0.020781,0.019531,0.019062,0.017656,Happiness
1606,were discovering new geological nature exist ever seen wendy,0.221875,0.075625,0.088750,0.083750,0.089375,Happiness
1607,parchment discussed ancient medical written arabic using,0.2,0.2,0.2,0.2,0.2,Neutral
1608,working improve training china also,0.000967,0.000315,0.000359,0.000305,0.000259,Happiness
1609,nobel prizewinning new subatomic described,0.2,0.2,0.2,0.2,0.2,Neutral
1610,autism structural functional normally makes social,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1611,love born nightly blackouts meant foil potential,0.2,0.2,0.2,0.2,0.2,Neutral
1612,listened found thin,0.2,0.2,0.2,0.2,0.2,Neutral
1613,black see black theyre likely follow preventive important,0.002676,0.005352,0.005703,0.005938,0.004063,Sadness
1614,advanced new solar large affordably,0.2,0.2,0.2,0.2,0.2,Neutral
1615,underestimated believe warming,0.2,0.2,0.2,0.2,0.2,Neutral
1616,californias grow best already narrow,0.2,0.2,0.2,0.2,0.2,Neutral
1617,nearly waiting live,0.2,0.2,0.2,0.2,0.2,Neutral
1618,ledecky broke quickly set new shaving,0.2,0.2,0.2,0.2,0.2,Neutral
1619,help different view find reduce,0.2,0.2,0.2,0.2,0.2,Neutral
1620,organ save immunesuppressing needed leave,0.055156,0.019219,0.023125,0.020781,0.016094,Happiness
1621,read take americans believe,0.2,0.2,0.2,0.2,0.2,Neutral
1622,acoustic seen speed new speed,0.2,0.2,0.2,0.2,0.2,Neutral
1623,career often advise convey applying,0.2,0.2,0.2,0.2,0.2,Neutral
1624,predictive using double began experiment,0.2,0.2,0.2,0.2,0.2,Neutral
1625,interacting almost looking says,0.2,0.2,0.2,0.2,0.2,Neutral
1626,analyzing uncovered pattern affluent,0.2,0.2,0.2,0.2,0.2,Neutral
1627,extremely fast produced detailed atomic decisive,0.763000,0.521500,0.448000,0.437500,0.465500,Happiness
1628,think damaging human secondhand says,0.2,0.2,0.2,0.2,0.2,Neutral
1629,help syrian stanford soudi spend next,0.2,0.2,0.2,0.2,0.2,Neutral
1630,come fo,0.2,0.2,0.2,0.2,0.2,Neutral
1631,american vastly underestimating green wants says,0.782500,0.275000,0.267500,0.292500,0.285000,Happiness
1632,radioactive collected ewing aid,0.2,0.2,0.2,0.2,0.2,Neutral
1633,speed diagnosis bacterial reduce,0.2,0.2,0.2,0.2,0.2,Neutral
1634,developed uses match,0.2,0.2,0.2,0.2,0.2,Neutral
1635,composed global average,0.2,0.2,0.2,0.2,0.2,Neutral
1636,taking swing learn r,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1637,labs open,0.2,0.2,0.2,0.2,0.2,Neutral
1638,listen pt find past,0.2,0.2,0.2,0.2,0.2,Neutral
1639,free consider love social learn,0.011354,0.002995,0.003464,0.002995,0.002839,Happiness
1640,reading,0.2,0.2,0.2,0.2,0.2,Neutral
1641,professor created electroacoustic alone knows,0.158750,0.230000,0.412500,0.456250,0.195000,Sadness
1642,sends strengthen historically challenging,0.2,0.2,0.2,0.2,0.2,Neutral
1643,responsible infant subsaharan,1.865000,0.600000,0.760000,0.570000,0.575000,Happiness
1644,online challenges overcome myth better outcomes,0.2,0.2,0.2,0.2,0.2,Neutral
1645,listen pt sarah,0.2,0.2,0.2,0.2,0.2,Neutral
1646,plays doubles final,0.2,0.2,0.2,0.2,0.2,Neutral
1647,shows workplace important fundamental,0.2,0.2,0.2,0.2,0.2,Neutral
1648,cant sustainability human wellbeing,0.2,0.2,0.2,0.2,0.2,Neutral
1649,steven denning rather simply improve push provi,0.000483,0.000157,0.000179,0.000153,0.000129,Happiness
1650,good good,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
1651,emmy best actress sterlingkbrown best,0.2,0.2,0.2,0.2,0.2,Neutral
1652,ncaa top overall first,0.2,0.2,0.2,0.2,0.2,Neutral
1653,following conducted academic putting,0.2,0.2,0.2,0.2,0.2,Neutral
1654,hire cultural fit often making misguided theres,0.2,0.2,0.2,0.2,0.2,Neutral
1655,free incoming graduate provides,0.141016,0.037559,0.070410,0.058496,0.036816,Happiness
1656,precise absolutely need breastfeed se,0.2,0.2,0.2,0.2,0.2,Neutral
1657,bending breaking blending attempt more,0.2,0.2,0.2,0.2,0.2,Neutral
1658,break gridlock nuclear ewing current w,0.2,0.2,0.2,0.2,0.2,Neutral
1659,improve need expand cant,0.000242,0.000079,0.000090,0.000076,0.000065,Happiness
1660,issue seen,0.2,0.2,0.2,0.2,0.2,Neutral
1661,remember foreversee stanfordwlaxs abroad,0.2,0.2,0.2,0.2,0.2,Neutral
1662,talked deborah finding bringing,0.2,0.2,0.2,0.2,0.2,Neutral
1663,predict upper atmospheres undulating,0.2,0.2,0.2,0.2,0.2,Neutral
1664,alum great ask,0.2,0.2,0.2,0.2,0.2,Neutral
1665,early magician,0.2,0.2,0.2,0.2,0.2,Neutral
1666,medical believed responsible united,0.030000,0.020000,0.019375,0.019844,0.018437,Happiness
1667,were so pleased hear featured kairyssdal,0.2,0.2,0.2,0.2,0.2,Neutral
1668,extremely fast produced detailed atomic decisive,0.534100,0.365050,0.313600,0.306250,0.325850,Happiness
1669,new archive mediated commercial,0.2,0.2,0.2,0.2,0.2,Neutral
1670,deploys aiming strengthen,0.2,0.2,0.2,0.2,0.2,Neutral
1671,more neverbeforeseen andy warhol,0.2,0.2,0.2,0.2,0.2,Neutral
1672,rather building long often edge sc,0.026094,0.019375,0.021875,0.018594,0.019531,Happiness
1673,youre,0.2,0.2,0.2,0.2,0.2,Neutral
1674,monitoring antarctic understand,0.2,0.2,0.2,0.2,0.2,Neutral
1675,seems unalloyed good,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1676,thirtynine americans take many,0.2,0.2,0.2,0.2,0.2,Neutral
1677,saying good meant unfortunately,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1678,predict upper atmospheres undulating,0.2,0.2,0.2,0.2,0.2,Neutral
1679,aquatic mammal bounded small retain heat large get,0.2,0.2,0.2,0.2,0.2,Neutral
1680,peripheral central says,0.2,0.2,0.2,0.2,0.2,Neutral
1681,deploying map find conventional,0.2,0.2,0.2,0.2,0.2,Neutral
1682,last used advanced predict n,0.2,0.2,0.2,0.2,0.2,Neutral
1683,back pursuing ranking fourth,0.2,0.2,0.2,0.2,0.2,Neutral
1684,couldnt save working improve i help save many,0.009233,0.003216,0.003869,0.003476,0.002693,Happiness
1685,continues friday outdoor,0.2,0.2,0.2,0.2,0.2,Neutral
1686,created cooling athletes bombsniffing now request,0.2,0.2,0.2,0.2,0.2,Neutral
1687,dont unhappy make spend da,0.135000,0.331250,0.306250,0.476250,0.235000,Sadness
1688,medical stem physician unsafe led,0.2,0.2,0.2,0.2,0.2,Neutral
1689,counts come depends gender katherine,0.040469,0.022656,0.020469,0.022031,0.022187,Happiness
1690,potential talking racial offer context,0.086875,0.078750,0.076250,0.075000,0.070625,Happiness
1691,career often advise convey applying,0.2,0.2,0.2,0.2,0.2,Neutral
1692,analyzing uncovered pattern affluent,0.2,0.2,0.2,0.2,0.2,Neutral
1693,hiring cultural fit unfairly lucy says,0.2,0.2,0.2,0.2,0.2,Neutral
1694,lies tactfully initiate terminate prominently messages,0.555000,1.910000,1.305000,1.610000,1.645000,Anger
1695,well intentioned limit,0.2,0.2,0.2,0.2,0.2,Neutral
1696,mantra find unhelpful new,0.2,0.2,0.2,0.2,0.2,Neutral
1697,believed white mostly solitary systematic showed,0.010000,0.004453,0.004453,0.004922,0.004492,Happiness
1698,listen helping mental pt,0.2,0.2,0.2,0.2,0.2,Neutral
1699,free consider child cooking learn,0.503066,0.209624,0.212212,0.197437,0.187720,Happiness
1700,stanford legal hosted pt find past,0.2,0.2,0.2,0.2,0.2,Neutral
1701,using sound sean wu utkan found shepherd nearly pattern want,0.2,0.2,0.2,0.2,0.2,Neutral
1702,listen hosted pt find past,0.2,0.2,0.2,0.2,0.2,Neutral
1703,took nearly human organize periodic table,0.765000,0.560000,0.560000,0.545000,0.555000,Happiness
1704,affecting discussed stanford legal pt insight,0.2,0.2,0.2,0.2,0.2,Neutral
1705,stanford leave complete cardinal,0.2,0.2,0.2,0.2,0.2,Neutral
1706,taking swing learn r,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1707,tony safer commonly used antibiotic,0.2,0.2,0.2,0.2,0.2,Neutral
1708,american likely excited relaxed,0.2,0.2,0.2,0.2,0.2,Neutral
1709,retired crossed unexpected,0.2,0.2,0.2,0.2,0.2,Neutral
1710,shows first solid,0.2,0.2,0.2,0.2,0.2,Neutral
1711,arrive fully formed lead limit pursuit new give,0.2,0.2,0.2,0.2,0.2,Neutral
1712,created maps mosquito,0.655000,1.425000,1.155000,0.790000,1.485000,Disgust
1713,raising taking aging working make,0.2,0.2,0.2,0.2,0.2,Neutral
1714,instead extending greatest civic,0.2,0.2,0.2,0.2,0.2,Neutral
1715,using virtual probing biggest,0.2,0.2,0.2,0.2,0.2,Neutral
1716,found unseen still hiding sight te,0.700000,0.785000,1.455000,0.950000,0.645000,Fear
1717,did know gently pulsates now developed imaging,0.2,0.2,0.2,0.2,0.2,Neutral
1718,opens labs,0.2,0.2,0.2,0.2,0.2,Neutral
1719,tapping listen design,0.2,0.2,0.2,0.2,0.2,Neutral
1720,early light happy fourth linda,0.009141,0.002109,0.002168,0.002285,0.002148,Happiness
1721,full swing next woodwind,0.2,0.2,0.2,0.2,0.2,Neutral
1722,youre,0.2,0.2,0.2,0.2,0.2,Neutral
1723,reading,0.2,0.2,0.2,0.2,0.2,Neutral
1724,offers free writing international,0.004258,0.001123,0.001299,0.001123,0.001064,Happiness
1725,scholars exploring invisible,0.006934,0.002559,0.002500,0.002480,0.002129,Happiness
1726,extreme build address specific,0.2,0.2,0.2,0.2,0.2,Neutral
1727,think still far complex understood let alone reproduced says,0.079375,0.115000,0.206250,0.228125,0.097500,Sadness
1728,new billionths,0.2,0.2,0.2,0.2,0.2,Neutral
1729,seeing shift valuing extractive maintaining functional productive,0.2,0.2,0.2,0.2,0.2,Neutral
1730,studying swimming virtual andrew huberman,0.2,0.2,0.2,0.2,0.2,Neutral
1731,experimental developed adapted solarpowered,0.2,0.2,0.2,0.2,0.2,Neutral
1732,black,0.001338,0.002676,0.002852,0.002969,0.002031,Sadness
1733,reducing made difficult justify rationalize,0.2,0.2,0.2,0.2,0.2,Neutral
1734,growing cloudbased digital democratizing computing says,0.2,0.2,0.2,0.2,0.2,Neutral
1735,reducing subsaharan african prevent infant,0.932500,0.300000,0.380000,0.285000,0.287500,Happiness
1736,mentoring isnt giving says,0.2,0.2,0.2,0.2,0.2,Neutral
1737,encourages dance,0.2,0.2,0.2,0.2,0.2,Neutral
1738,more enrolled free,0.002129,0.000562,0.000649,0.000562,0.000532,Happiness
1739,created affordable unravel strategica,0.2,0.2,0.2,0.2,0.2,Neutral
1740,listen pt insight find past,0.2,0.2,0.2,0.2,0.2,Neutral
1741,listen pt insight find past,0.2,0.2,0.2,0.2,0.2,Neutral
1742,often helping challenges gives face said,0.012188,0.007188,0.007266,0.007812,0.006797,Happiness
1743,more massive open available including understanding einstein,0.2,0.2,0.2,0.2,0.2,Neutral
1744,more enrolled free,0.001064,0.000281,0.000325,0.000281,0.000266,Happiness
1745,consecutive claimed ldirectorscup given successful,0.535000,0.142500,0.203750,0.152500,0.137500,Happiness
1746,pt listen past,0.2,0.2,0.2,0.2,0.2,Neutral
1747,oldman todays listen,0.2,0.2,0.2,0.2,0.2,Neutral
1748,molecular helps explain detect even light,0.2,0.2,0.2,0.2,0.2,Neutral
1749,fishing discard many catch new hel,1.280000,0.570000,0.675000,0.660000,0.805000,Happiness
1750,created following electroacoustic,0.2,0.2,0.2,0.2,0.2,Neutral
1751,choosing partly moral according,1.590000,0.845000,0.725000,0.755000,0.720000,Happiness
1752,assisting talking thinking face often get,0.006094,0.003594,0.003633,0.003906,0.003398,Happiness
1753,training new focus unwritten workplace readiness,0.2,0.2,0.2,0.2,0.2,Neutral
1754,more massive open available including understanding einstein,0.2,0.2,0.2,0.2,0.2,Neutral
1755,useful studying white sail,0.224375,0.080488,0.072363,0.073730,0.071123,Happiness
1756,experimental requires light,0.2,0.2,0.2,0.2,0.2,Neutral
1757,kate named intercollegiate rowing national second,1.270000,0.745000,0.660000,0.695000,0.630000,Happiness
1758,big unaccountable donordirected,0.2,0.2,0.2,0.2,0.2,Neutral
1759,responsible infant subsaharan africa stanford found small,0.466250,0.150000,0.190000,0.142500,0.143750,Happiness
1760,mathtraumatized says,0.2,0.2,0.2,0.2,0.2,Neutral
1761,claimed first national challenged find exploit,0.2,0.2,0.2,0.2,0.2,Neutral
1762,wanting sudden turned,0.2,0.2,0.2,0.2,0.2,Neutral
1763,explains growing red political,1.145000,1.175000,0.970000,0.705000,0.660000,Anger
1764,packed tightly busy laura says,0.2,0.2,0.2,0.2,0.2,Neutral
1765,combing stumbled,0.2,0.2,0.2,0.2,0.2,Neutral
1766,graduates ultimate human,0.2,0.2,0.2,0.2,0.2,Neutral
1767,sealevel threaten military,0.2,0.2,0.2,0.2,0.2,Neutral
1768,clinic discusses evolving,0.2,0.2,0.2,0.2,0.2,Neutral
1769,says nicholas learn,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1770,took nearly human organize periodic table current,0.382500,0.280000,0.280000,0.272500,0.277500,Happiness
1771,working alongside stanford applied invest,0.720000,0.330000,0.502500,0.325000,0.300000,Happiness
1772,migrant separated usmexico additional,0.2,0.2,0.2,0.2,0.2,Neutral
1773,psychologists carol dweck gregory examined lead succeed fail,0.2,0.2,0.2,0.2,0.2,Neutral
1774,rose tightened said economic historian wright,0.2,0.2,0.2,0.2,0.2,Neutral
1775,lot learn operate fine human,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1776,design included,0.2,0.2,0.2,0.2,0.2,Neutral
1777,never played applied f,0.2,0.2,0.2,0.2,0.2,Neutral
1778,mentoring simple chatting answering facebook saying,0.073438,0.044375,0.046875,0.042188,0.034688,Happiness
1779,student teach learn social cultural many,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1780,recalls high teacher sister felicias,1.620000,0.965000,0.765000,0.690000,0.635000,Happiness
1781,i think sara blakely ceo told i pay,0.2,0.2,0.2,0.2,0.2,Neutral
1782,develop rather find say former postdoctoral,0.2,0.2,0.2,0.2,0.2,Neutral
1783,listen pt insight find past,0.2,0.2,0.2,0.2,0.2,Neutral
1784,joe bankman discuss working north korea recent,0.2,0.2,0.2,0.2,0.2,Neutral
1785,require become skilled taking confidentially,0.2,0.2,0.2,0.2,0.2,Neutral
1786,lot learn operate fine human,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1787,develop instead trying find carol dweck suggest,0.2,0.2,0.2,0.2,0.2,Neutral
1788,william newsome,0.2,0.2,0.2,0.2,0.2,Neutral
1789,benjamin domingue nicole guest episodes,0.2,0.2,0.2,0.2,0.2,Neutral
1790,allen sagan episode stanford legal pt,0.2,0.2,0.2,0.2,0.2,Neutral
1791,develop rather find say former postdoctoral,0.2,0.2,0.2,0.2,0.2,Neutral
1792,wrote musical artistic cultural,0.133125,0.050937,0.041250,0.055938,0.038125,Happiness
1793,includes art chinese chineseamerican,0.428750,0.217500,0.196250,0.235000,0.205000,Happiness
1794,recalls high teacher sister felicias,0.810000,0.482500,0.382500,0.345000,0.317500,Happiness
1795,i think sara blakely ceo told i pay,0.2,0.2,0.2,0.2,0.2,Neutral
1796,develop rather find say former postdoctoral,0.2,0.2,0.2,0.2,0.2,Neutral
1797,student teach learn social cultural many,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1798,splitting major writes,0.2,0.2,0.2,0.2,0.2,Neutral
1799,safe growing,0.064375,0.015938,0.021250,0.017031,0.016094,Happiness
1800,german paid earlier,0.2,0.2,0.2,0.2,0.2,Neutral
1801,first learned sign led longtime,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1802,powerful guatemala hawaii explain makes,0.208750,0.100000,0.140625,0.080000,0.081875,Happiness
1803,actually think science open religious says,0.2,0.2,0.2,0.2,0.2,Neutral
1804,lot learn operate fine human,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1805,using analyzed important driving,0.2,0.2,0.2,0.2,0.2,Neutral
1806,require become skilled taking confidentially,0.2,0.2,0.2,0.2,0.2,Neutral
1807,never thought study i love much said jasmn ch,0.088125,0.060000,0.061562,0.062188,0.053750,Happiness
1808,los angelesstyle classical combined collaboration,0.2,0.2,0.2,0.2,0.2,Neutral
1809,buzzword bit loner,0.2,0.2,0.2,0.2,0.2,Neutral
1810,develop instead trying find carol dweck suggest,0.2,0.2,0.2,0.2,0.2,Neutral
1811,pushed learn involved different says savannah majored,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1812,sets important stanford purposeful,0.2,0.2,0.2,0.2,0.2,Neutral
1813,overheat danger heatrelated stroke,0.126000,0.232000,0.409000,0.239000,0.164000,Fear
1814,coauthored gregory stanford found,0.2,0.2,0.2,0.2,0.2,Neutral
1815,stanford cardiovascular demonstrates first pairing,0.2,0.2,0.2,0.2,0.2,Neutral
1816,nasa astronaut stanford sally ride show onboard historymaking,0.357500,0.138750,0.253750,0.175000,0.138750,Happiness
1817,included saturdays,0.2,0.2,0.2,0.2,0.2,Neutral
1818,enabled continue asking hard says david gradu,0.006445,0.008672,0.008633,0.006836,0.005469,Anger
1819,dean told graduating selecting,0.2,0.2,0.2,0.2,0.2,Neutral
1820,given great educated basic,0.2,0.2,0.2,0.2,0.2,Neutral
1821,leave better,0.2,0.2,0.2,0.2,0.2,Neutral
1822,advised graduating move,0.2,0.2,0.2,0.2,0.2,Neutral
1823,wacky,0.2,0.2,0.2,0.2,0.2,Neutral
1824,expressed tackle global includ,0.2,0.2,0.2,0.2,0.2,Neutral
1825,aim high keep learning skeptical accepted certainty fast belief,1.065000,1.008750,0.983750,1.055000,1.063750,Happiness
1826,found purpose gives,0.2,0.2,0.2,0.2,0.2,Neutral
1827,see do tear individual,0.2,0.2,0.2,0.2,0.2,Neutral
1828,feel fear uncomfortable i know im right told,0.560000,1.135000,2.185000,1.260000,0.820000,Fear
1829,excellence told,2.245000,0.575000,0.640000,0.575000,0.595000,Happiness
1830,tessierlavigne th,0.2,0.2,0.2,0.2,0.2,Neutral
1831,happy wacky,0.004570,0.001055,0.001084,0.001143,0.001074,Happiness
1832,now live th wacky sacred,0.2,0.2,0.2,0.2,0.2,Neutral
1833,th commencement live,0.2,0.2,0.2,0.2,0.2,Neutral
1834,going make proud walking,0.795000,0.387500,0.395000,0.322500,0.315000,Happiness
1835,learned much single,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1836,im stanford forever kayleejohnson,0.2,0.2,0.2,0.2,0.2,Neutral
1837,real losing,0.2,0.2,0.2,0.2,0.2,Neutral
1838,th graduating,0.2,0.2,0.2,0.2,0.2,Neutral
1839,natural type blood lower,0.012656,0.005391,0.005781,0.005508,0.005234,Happiness
1840,baccalaureate asked consider,0.2,0.2,0.2,0.2,0.2,Neutral
1841,laughed kate says,0.2,0.2,0.2,0.2,0.2,Neutral
1842,get better says lecturer,0.2,0.2,0.2,0.2,0.2,Neutral
1843,natural type blood lower,0.006328,0.002695,0.002891,0.002754,0.002617,Happiness
1844,pioneering,0.2,0.2,0.2,0.2,0.2,Neutral
