,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
1546,bernardo explore human many imagining,0.2,0.2,0.2,0.2,0.2,Neutral
1547,have seen new bosgreenribbon achieving main deepen,0.2,0.2,0.2,0.2,0.2,Neutral
1548,using sensory mcube developed,0.2,0.2,0.2,0.2,0.2,Neutral
1549,kevin gives insight,0.2,0.2,0.2,0.2,0.2,Neutral
1550,new reich teaching digital published educational,0.2,0.2,0.2,0.2,0.2,Neutral
1551,want fake take,0.2,0.2,0.2,0.2,0.2,Neutral
1552,ingestible expanding stomach,0.955000,0.750000,0.720000,0.760000,1.055000,Disgust
1553,mits assistive,0.2,0.2,0.2,0.2,0.2,Neutral
1554,lynnetye spoke forbes keyvaluesio shared,0.2,0.2,0.2,0.2,0.2,Neutral
1555,h williams worlds largest,0.366250,0.200000,0.220000,0.228750,0.192500,Happiness
1556,treated installs,0.251875,0.068125,0.069375,0.069375,0.065625,Happiness
1557,urop come learn uroping,0.000038,0.000038,0.000038,0.000038,0.000038,Happiness
1558,converting electricity new,0.2,0.2,0.2,0.2,0.2,Neutral
1559,developed provide offgrid,0.2,0.2,0.2,0.2,0.2,Neutral
1560,get ready away,0.2,0.2,0.2,0.2,0.2,Neutral
1561,founding helped establish mustard,0.2,0.2,0.2,0.2,0.2,Neutral
1562,third megan ochalek pose cliff overlooking teachi,0.770000,0.715000,1.570000,0.815000,0.620000,Fear
1563,makes susceptible believing false,0.2,0.2,0.2,0.2,0.2,Neutral
1564,filling medical,0.2,0.2,0.2,0.2,0.2,Neutral
1565,senior studying collegiate,0.2,0.2,0.2,0.2,0.2,Neutral
1566,smooth footwork energetic mits ridonkulous,1.560000,0.580000,0.540000,0.555000,0.570000,Happiness
1567,slow exiting hush library using,0.375000,0.552500,0.422500,0.472500,0.462500,Anger
1568,goes interstellar,0.2,0.2,0.2,0.2,0.2,Neutral
1569,read,0.2,0.2,0.2,0.2,0.2,Neutral
1570,check new stacklapowered,0.2,0.2,0.2,0.2,0.2,Neutral
1571,big announced aeroastro,0.2,0.2,0.2,0.2,0.2,Neutral
1572,inmates many gathered,0.2,0.2,0.2,0.2,0.2,Neutral
1573,aims update academic,0.2,0.2,0.2,0.2,0.2,Neutral
1574,instances autonomous learned cause dangerous th,0.157510,0.290010,0.511260,0.298760,0.205010,Fear
1575,ai reading founded saw developed good,0.000540,0.000143,0.000148,0.000139,0.000138,Happiness
1576,acclaimed coates reflects teaching moral knowled,0.795000,0.422500,0.362500,0.377500,0.360000,Happiness
1577,know went went chairing michael ortega,0.425000,0.282500,0.300000,0.282500,0.272500,Happiness
1578,kochinstitute mitdeptofbe developed novel collect,0.2,0.2,0.2,0.2,0.2,Neutral
1579,finds silicone wear percent stickier human,0.2,0.2,0.2,0.2,0.2,Neutral
1580,says available inhibitor,0.2,0.2,0.2,0.2,0.2,Neutral
1581,faster efficient,0.2,0.2,0.2,0.2,0.2,Neutral
1582,highspeed piercing,0.2,0.2,0.2,0.2,0.2,Neutral
1583,less away biggest bates vs,0.2,0.2,0.2,0.2,0.2,Neutral
1584,favorite cortical imaging nanoscale,0.2,0.2,0.2,0.2,0.2,Neutral
1585,congressional new escaped pet mit,2.080000,0.680000,0.620000,0.830000,0.635000,Happiness
1586,oceans flunk,0.032344,0.009609,0.016953,0.010391,0.009375,Happiness
1587,vectorly maximize learning,0.000010,0.000010,0.000010,0.000010,0.000010,Happiness
1588,senior nikayah incorporate underresourced,0.2,0.2,0.2,0.2,0.2,Neutral
1589,also indicate successfully treated,0.330469,0.088281,0.119219,0.093594,0.085156,Happiness
1590,heres,0.2,0.2,0.2,0.2,0.2,Neutral
1591,harnesses new eukaryotic adding,0.2,0.2,0.2,0.2,0.2,Neutral
1592,peep create ar magic,0.2,0.2,0.2,0.2,0.2,Neutral
1593,shows electric often cheaper comparable,0.2,0.2,0.2,0.2,0.2,Neutral
1594,enhanced nmr chemical,0.2,0.2,0.2,0.2,0.2,Neutral
1595,precision shoeboxsized need beam,0.2,0.2,0.2,0.2,0.2,Neutral
1596,honor king,0.341266,0.176255,0.205005,0.150005,0.151255,Happiness
1597,solarpowered prevent freezing,0.2,0.2,0.2,0.2,0.2,Neutral
1598,new transparent photographed,0.2,0.2,0.2,0.2,0.2,Neutral
1599,claimed new womens athletic newmac nati,0.2,0.2,0.2,0.2,0.2,Neutral
1600,detected xray emitted black consuming stellar,0.000010,0.000021,0.000022,0.000023,0.000016,Sadness
1601,love,0.2,0.2,0.2,0.2,0.2,Neutral
1602,gathering collaborative economic social using,0.000896,0.000300,0.000405,0.000317,0.000264,Happiness
1603,mapping high,0.2,0.2,0.2,0.2,0.2,Neutral
1604,injectable made nanoscale deliver arthritis,0.2,0.2,0.2,0.2,0.2,Neutral
1605,accepted,0.2,0.2,0.2,0.2,0.2,Neutral
1606,new finds changing rain north pole largest,1.320000,0.890000,0.695000,1.180000,0.755000,Happiness
1607,new,0.2,0.2,0.2,0.2,0.2,Neutral
1608,get listening musical,0.266250,0.101875,0.082500,0.111875,0.076250,Happiness
1609,singing do re dressed hazard cut,0.854375,0.478125,0.493125,0.454375,0.434375,Happiness
1610,seeks unite social,0.120224,0.080075,0.077601,0.079454,0.073816,Happiness
1611,garca franceschini,0.2,0.2,0.2,0.2,0.2,Neutral
1612,internationally known using natural light labs,0.050625,0.021562,0.023125,0.022031,0.020938,Happiness
1613,usually quickly break dont called new,0.2,0.2,0.2,0.2,0.2,Neutral
1614,reconnecting indiaread afeefahs,0.2,0.2,0.2,0.2,0.2,Neutral
1615,discusses calculating supermassive black fr,0.000005,0.000010,0.000011,0.000012,0.000008,Sadness
1616,learning helps explain arousal,0.000005,0.000005,0.000005,0.000005,0.000005,Happiness
1617,aims improve growing evolving,0.000387,0.000126,0.000144,0.000122,0.000104,Happiness
1618,new generating metering,0.2,0.2,0.2,0.2,0.2,Neutral
1619,monday elegant reconstructed performed,1.730000,0.575000,0.540000,0.605000,0.555000,Happiness
1620,smooth footwork energetic mits ridonkulous,0.780000,0.290000,0.270000,0.277500,0.285000,Happiness
1621,bearded bros gray doesnt reflect,0.2,0.2,0.2,0.2,0.2,Neutral
1622,uses help understand,0.2,0.2,0.2,0.2,0.2,Neutral
1623,ago wreaked havoc north end helped aftermath,0.2,0.2,0.2,0.2,0.2,Neutral
1624,new social hub aim latest showcase academic,0.000224,0.000075,0.000101,0.000079,0.000066,Happiness
1625,catalog give d amazing,0.2,0.2,0.2,0.2,0.2,Neutral
1626,healthy eating made easy,1.427500,0.558750,0.576250,0.581250,0.566250,Happiness
1627,january free hot pm w main mitgradstu,0.008516,0.002246,0.002598,0.002246,0.002129,Happiness
1628,says increasing top marginal,0.2,0.2,0.2,0.2,0.2,Neutral
1629,kresge ranked beautiful,0.563750,0.152500,0.163750,0.165000,0.147500,Happiness
1630,start beginning david singing do re mi,0.2,0.2,0.2,0.2,0.2,Neutral
1631,senior explores francophone african,0.2,0.2,0.2,0.2,0.2,Neutral
1632,electricityproducing,0.2,0.2,0.2,0.2,0.2,Neutral
1633,silent depend,0.2,0.2,0.2,0.2,0.2,Neutral
1634,met,0.2,0.2,0.2,0.2,0.2,Neutral
1635,microhydraulic thinner onethird width human proving powerful,0.020875,0.010000,0.014063,0.008000,0.008188,Happiness
1636,grinds,0.2,0.2,0.2,0.2,0.2,Neutral
1637,dont learn sap helping undergraduate,0.000002,0.000002,0.000002,0.000002,0.000002,Happiness
1638,happy get nostalgic audio,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1639,explain look forward including,0.2,0.2,0.2,0.2,0.2,Neutral
1640,gives first look cortical awake,0.2,0.2,0.2,0.2,0.2,Neutral
1641,running start mit wellpositioned,0.2,0.2,0.2,0.2,0.2,Neutral
1642,inclusive learning guided much kathleen,0.000001,0.000001,0.000001,0.000001,0.000001,Happiness
1643,dare more,0.2,0.2,0.2,0.2,0.2,Neutral
1644,truly inspired degradable make inhalable lung p,0.031641,0.009219,0.009687,0.009219,0.008516,Happiness
1645,new takes type produced dramaticallytv good,0.000270,0.000071,0.000074,0.000070,0.000069,Happiness
1646,onearmed mitfootball finds inspiration absolutely love,0.2,0.2,0.2,0.2,0.2,Neutral
1647,introducing scratch new popular free coding robust kid,0.004258,0.001123,0.001299,0.001123,0.001064,Happiness
1648,pulse suggests distant black spinning least percent,0.000003,0.000005,0.000006,0.000006,0.000004,Sadness
1649,exploring unknowns human ahead,0.2,0.2,0.2,0.2,0.2,Neutral
1650,alto san,0.2,0.2,0.2,0.2,0.2,Neutral
1651,zuber mits discusses significance successfully landing,0.267500,0.071250,0.101875,0.076250,0.068750,Happiness
1652,remarkable investigated,0.2,0.2,0.2,0.2,0.2,Neutral
1653,canvas truly collaborative ive ever involved interdisciplinary,0.2,0.2,0.2,0.2,0.2,Neutral
1654,including visiting designed electronic relay diagnostic,0.2,0.2,0.2,0.2,0.2,Neutral
1655,welcomes new,0.2,0.2,0.2,0.2,0.2,Neutral
1656,senior major investigates,0.2,0.2,0.2,0.2,0.2,Neutral
1657,slow exiting hush library using,0.187500,0.276250,0.211250,0.236250,0.231250,Anger
1658,seen much excitement initial says chunning,1.140000,0.312500,0.340000,0.282500,0.282500,Happiness
1659,dan aeroastro sm aeroastros new,0.2,0.2,0.2,0.2,0.2,Neutral
1660,tackling,0.2,0.2,0.2,0.2,0.2,Neutral
1661,third new longest yet,0.2,0.2,0.2,0.2,0.2,Neutral
1662,used save airconditioning,0.013789,0.004805,0.005781,0.005195,0.004023,Happiness
1663,make big motivationalmonday,0.2,0.2,0.2,0.2,0.2,Neutral
1664,future helping recent launch solve urban china,0.2,0.2,0.2,0.2,0.2,Neutral
1665,developed printing makes clear used,0.2,0.2,0.2,0.2,0.2,Neutral
1666,next rigors take back impassioned takes,0.2,0.2,0.2,0.2,0.2,Neutral
1667,social uses digital empower rural developing,0.000112,0.000038,0.000051,0.000040,0.000033,Happiness
1668,illuminates new,0.2,0.2,0.2,0.2,0.2,Neutral
1669,senior double major programming social good,0.000095,0.000027,0.000031,0.000027,0.000025,Happiness
1670,happy ever wonder difficult break spaghetti mit,0.012578,0.004727,0.006250,0.005391,0.004648,Happiness
1671,coming massive launched atmospheres,0.2,0.2,0.2,0.2,0.2,Neutral
1672,nuclear becomes first black earn nuclear,0.000001,0.000003,0.000003,0.000003,0.000002,Anger
1673,create inhalable,0.2,0.2,0.2,0.2,0.2,Neutral
1674,empowering impoverished,0.2,0.2,0.2,0.2,0.2,Neutral
1675,discover helps redirect potential,0.2,0.2,0.2,0.2,0.2,Neutral
1676,aretonight held third annual worked hard sway,0.103125,0.138750,0.138125,0.109375,0.087500,Anger
1677,far away picture took reach,0.2,0.2,0.2,0.2,0.2,Neutral
1678,new optogenetic paralyzed,0.2,0.2,0.2,0.2,0.2,Neutral
1679,next see make less intrusive predicts,0.2,0.2,0.2,0.2,0.2,Neutral
1680,customizing computeraided,0.069062,0.037812,0.036875,0.040000,0.036562,Happiness
1681,sahara swung lush sync,0.2,0.2,0.2,0.2,0.2,Neutral
1682,many computing,0.2,0.2,0.2,0.2,0.2,Neutral
1683,womens volleyball received american association,0.2,0.2,0.2,0.2,0.2,Neutral
1684,reich teaching edxonline competencybased,0.2,0.2,0.2,0.2,0.2,Neutral
1685,crewzing annual,0.2,0.2,0.2,0.2,0.2,Neutral
1686,tasked creating use navigate,0.2,0.2,0.2,0.2,0.2,Neutral
1687,right now past pluto performing distant ever,0.2,0.2,0.2,0.2,0.2,Neutral
1688,discover rediscover scifi library largest public scifi,0.2,0.2,0.2,0.2,0.2,Neutral
1689,worms alter behavior,0.2,0.2,0.2,0.2,0.2,Neutral
1690,searching,0.2,0.2,0.2,0.2,0.2,Neutral
1691,new greatly extend electric offgrid,0.2,0.2,0.2,0.2,0.2,Neutral
1692,created new flew moving propulsive solved,0.2,0.2,0.2,0.2,0.2,Neutral
1693,announces establishment stephen schwarzman computing serve,0.2,0.2,0.2,0.2,0.2,Neutral
1694,cheetah robot rough littered,0.720000,1.115000,1.000000,0.865000,0.695000,Anger
1695,solves rubiks recordbreaking,0.2,0.2,0.2,0.2,0.2,Neutral
1696,popular mindhandheartmaking,0.2,0.2,0.2,0.2,0.2,Neutral
1697,top led pablo,0.2,0.2,0.2,0.2,0.2,Neutral
1698,couldnt miss great dome january,0.2,0.2,0.2,0.2,0.2,Neutral
1699,aprof elizabeth nolan winning works small biological,0.136563,0.042188,0.042188,0.041250,0.036562,Happiness
1700,new coastal get introduction coastal play,0.2,0.2,0.2,0.2,0.2,Neutral
1701,srinivasan discuss new optogenetic paralyzed,0.2,0.2,0.2,0.2,0.2,Neutral
1702,included new mit archival,0.2,0.2,0.2,0.2,0.2,Neutral
1703,large holiday hang entrance long made leag,1.167500,0.295000,0.300000,0.362500,0.272500,Happiness
1704,first autumnal,0.935000,0.302500,0.302500,0.415000,0.280000,Happiness
1705,debbie douglas discusses guided nasa dark,0.113125,0.102500,0.191875,0.135625,0.078750,Fear
1706,back fortunate many made several best well holiday gift,1.431875,0.371250,0.400000,0.388125,0.345625,Happiness
1707,happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1708,happy margaret best known leading,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1709,british isaac born christmas tree garden,1.776667,0.590000,0.571667,0.633333,0.585000,Happiness
1710,straight named worlds,0.091601,0.050023,0.055020,0.057209,0.048144,Happiness
1711,happy rafael,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1712,honor legacy luther king,0.170633,0.088127,0.102503,0.075003,0.075627,Happiness
1713,giant ago scd armstrong moon,0.2,0.2,0.2,0.2,0.2,Neutral
1714,present allison senior administrative trained opera singing,0.253125,0.078750,0.085000,0.084375,0.070000,Happiness
1715,ann first black earn doctorate helped b,0.000669,0.000428,0.000667,0.000430,0.000345,Happiness
1716,officially begins est happy northern,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1717,new alert analytical,1.020000,0.810000,1.150000,0.680000,0.640000,Fear
1718,scroll,0.2,0.2,0.2,0.2,0.2,Neutral
1719,using imaging postdoc,0.2,0.2,0.2,0.2,0.2,Neutral
1720,want even difficult leave wondering later i hadnt taken says,0.012578,0.004727,0.006250,0.005391,0.004648,Happiness
1721,phd sokol helping develop drip allow save,0.006895,0.002402,0.002891,0.002598,0.002012,Happiness
1722,arrived happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1723,predicts suffering urgently need,0.2,0.2,0.2,0.2,0.2,Neutral
1724,pablo jarilloherrero,0.2,0.2,0.2,0.2,0.2,Neutral
1725,proud great nordhaus receiving economic las,0.099375,0.048438,0.049375,0.040313,0.039375,Happiness
1726,laserpointing help tiny transmit,0.2,0.2,0.2,0.2,0.2,Neutral
1727,many know,0.2,0.2,0.2,0.2,0.2,Neutral
1728,enable earlier find abnormal predict,0.2,0.2,0.2,0.2,0.2,Neutral
1729,cast operafuture bloomberg creating live famed,0.902500,0.325000,0.355000,0.315000,0.322500,Happiness
1730,ellen swallow mit chemist brought lei,0.2,0.2,0.2,0.2,0.2,Neutral
1731,secrets better,0.2,0.2,0.2,0.2,0.2,Neutral
1732,often found entertaining chemistry especially,0.2,0.2,0.2,0.2,0.2,Neutral
1733,livestreaming,0.2,0.2,0.2,0.2,0.2,Neutral
1734,going,0.2,0.2,0.2,0.2,0.2,Neutral
1735,cofounded uses wireless track,0.2,0.2,0.2,0.2,0.2,Neutral
1736,rashed alshehhi united emirates working develop,0.120000,0.080000,0.077500,0.079375,0.073750,Happiness
1737,nfl common benefited urschels,0.2,0.2,0.2,0.2,0.2,Neutral
1738,method shrink quite antman produces,0.098125,0.078750,0.080625,0.078125,0.076250,Happiness
1739,stands,0.2,0.2,0.2,0.2,0.2,Neutral
1740,improve provide insight learn,0.000097,0.000032,0.000036,0.000031,0.000026,Happiness
1741,tiny stole,0.2,0.2,0.2,0.2,0.2,Neutral
1742,admitted,0.2,0.2,0.2,0.2,0.2,Neutral
1743,ultrathin needle directly,0.720000,0.835000,1.260000,0.790000,0.885000,Fear
1744,met takes exciting next communitydriven open,0.2,0.2,0.2,0.2,0.2,Neutral
1745,named jake,0.000039,0.000023,0.000020,0.000021,0.000019,Happiness
1746,un help meet paris,0.2,0.2,0.2,0.2,0.2,Neutral
1747,programmable designed make cheaper efficient,0.2,0.2,0.2,0.2,0.2,Neutral
1748,existing fashioned earths light attract alien study,0.613750,0.396250,0.543750,0.406250,0.422500,Happiness
1749,eric studying human various found greater,0.2,0.2,0.2,0.2,0.2,Neutral
1750,still hard believing real ran,0.051562,0.069375,0.069062,0.054688,0.043750,Anger
1751,spreading,0.2,0.2,0.2,0.2,0.2,Neutral
1752,improving visual new describes,0.2,0.2,0.2,0.2,0.2,Neutral
1753,sunsoaking superheated used remote co,0.2,0.2,0.2,0.2,0.2,Neutral
1754,private accounting help,0.2,0.2,0.2,0.2,0.2,Neutral
1755,john describes historic,0.2,0.2,0.2,0.2,0.2,Neutral
1756,reasonable makes great tv killing planet latest,0.2,0.2,0.2,0.2,0.2,Neutral
1757,discusses trying reduce,0.2,0.2,0.2,0.2,0.2,Neutral
1758,depicts cas crisprassociated adapted detect human new,0.2,0.2,0.2,0.2,0.2,Neutral
1759,deeplearning invisible dark illuminate biological,0.056563,0.051250,0.095937,0.067812,0.039375,Fear
1760,last,0.2,0.2,0.2,0.2,0.2,Neutral
1761,mits mechanical discusses new educational,0.2,0.2,0.2,0.2,0.2,Neutral
1762,neetlm build gutonachip,0.2,0.2,0.2,0.2,0.2,Neutral
1763,deep possible megan,0.2,0.2,0.2,0.2,0.2,Neutral
1764,provides largescale impacts,0.2,0.2,0.2,0.2,0.2,Neutral
1765,repurpose wasp venom antibiotic altered south american,0.570000,1.217500,1.717500,0.990000,1.237500,Fear
1766,william nordhaus,0.2,0.2,0.2,0.2,0.2,Neutral
1767,building inclusive avid senior kathleen,0.013047,0.009687,0.010937,0.009297,0.009766,Happiness
1768,squeezing,0.2,0.2,0.2,0.2,0.2,Neutral
1769,mechanical present new centered,0.126562,0.039375,0.042500,0.042188,0.035000,Happiness
1770,mit soccer senior named,0.000019,0.000011,0.000010,0.000011,0.000010,Happiness
1771,pretty cool ask nasa voyager interstellar,0.2,0.2,0.2,0.2,0.2,Neutral
1772,social stop blatantly false disguised political,0.000028,0.000009,0.000013,0.000010,0.000008,Happiness
1773,n,0.2,0.2,0.2,0.2,0.2,Neutral
1774,new effective discover unexpected,0.2,0.2,0.2,0.2,0.2,Neutral
1775,helps sail independently assistive,0.2,0.2,0.2,0.2,0.2,Neutral
1776,simple linking help overcome resistant,0.2,0.2,0.2,0.2,0.2,Neutral
1777,mit literature understanding modern,0.2,0.2,0.2,0.2,0.2,Neutral
1778,allows cooperatively explore terrain thick gps unreliable,0.2,0.2,0.2,0.2,0.2,Neutral
1779,have great,0.2,0.2,0.2,0.2,0.2,Neutral
1780,new data democratizing higher signal,0.2,0.2,0.2,0.2,0.2,Neutral
1781,rivian automotive founded unveil first allelectric,0.2,0.2,0.2,0.2,0.2,Neutral
1782,survive earths most extreme new pnasnews eapsmit lab,0.452500,0.212500,0.241250,0.246250,0.211250,Happiness
1783,ridonkulous competitive alive well mit providing outlet good,1.032534,0.285009,0.345009,0.307509,0.285009,Happiness
1784,born served,0.2,0.2,0.2,0.2,0.2,Neutral
1785,store renewable provides solar windgenerated,0.2,0.2,0.2,0.2,0.2,Neutral
1786,novel overcomes bedeviled previous,0.2,0.2,0.2,0.2,0.2,Neutral
1787,lowkey ranked worldwide,0.2,0.2,0.2,0.2,0.2,Neutral
1788,looking lens political,0.2,0.2,0.2,0.2,0.2,Neutral
1789,devising enough artificial mile,0.2,0.2,0.2,0.2,0.2,Neutral
1790,creating electric needs single several,0.2,0.2,0.2,0.2,0.2,Neutral
1791,announce new,0.2,0.2,0.2,0.2,0.2,Neutral
1792,threeterm new deliver,0.2,0.2,0.2,0.2,0.2,Neutral
1793,onell crystal,0.2,0.2,0.2,0.2,0.2,Neutral
1794,wellesley professor,0.2,0.2,0.2,0.2,0.2,Neutral
1795,happy animate make,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1796,driving new spinouts kendall,0.2,0.2,0.2,0.2,0.2,Neutral
1797,harnessing sustainable,0.2,0.2,0.2,0.2,0.2,Neutral
1798,take global,0.2,0.2,0.2,0.2,0.2,Neutral
1799,prospective nontraditional considering telling,0.2,0.2,0.2,0.2,0.2,Neutral
1800,new provide cooling,0.2,0.2,0.2,0.2,0.2,Neutral
1801,tells,0.2,0.2,0.2,0.2,0.2,Neutral
1802,open,0.2,0.2,0.2,0.2,0.2,Neutral
1803,deep forbes open ocean project empower developing,0.016172,0.004805,0.008477,0.005195,0.004687,Happiness
1804,born otd swallow onewoman first female first fell,0.2,0.2,0.2,0.2,0.2,Neutral
1805,see highlight alumnifounded prep,0.2,0.2,0.2,0.2,0.2,Neutral
1806,seeking grad new there,0.2,0.2,0.2,0.2,0.2,Neutral
1807,populist react cultural forum deep,0.2,0.2,0.2,0.2,0.2,Neutral
1808,named,0.000010,0.000006,0.000005,0.000005,0.000005,Happiness
1809,wins rampd,0.068281,0.021094,0.021094,0.020625,0.018281,Happiness
1810,massive global regional,0.2,0.2,0.2,0.2,0.2,Neutral
1811,new open roughly spoken computerbased,0.2,0.2,0.2,0.2,0.2,Neutral
1812,kicking last twinkles annual tree lighting,0.372812,0.213438,0.201875,0.189687,0.178125,Happiness
1813,live reidhoffman present,0.063281,0.019688,0.021250,0.021094,0.017500,Happiness
1814,involves threaded goes top,0.2,0.2,0.2,0.2,0.2,Neutral
1815,happens take tiny,0.2,0.2,0.2,0.2,0.2,Neutral
1816,simple urine diagnose bacterial,0.830000,0.660000,0.655000,0.595000,1.380000,Disgust
1817,containing mixing separating testing open new medical,0.2,0.2,0.2,0.2,0.2,Neutral
1818,little stress calming effective,4.420000,3.485000,3.590000,3.620000,3.950000,Happiness
1819,preparamos cosas para la mitsloanexeced tarde,0.2,0.2,0.2,0.2,0.2,Neutral
1820,simple thought seem fanciful cognitive believe,0.448750,0.505000,0.501875,0.500625,0.517500,Disgust
1821,continues progress,1.810000,0.560000,0.705000,0.560000,0.530000,Happiness
1822,look forward reading apply,0.2,0.2,0.2,0.2,0.2,Neutral
1823,potential cartilage,0.2,0.2,0.2,0.2,0.2,Neutral
1824,delivered together eradicate drugresistant,0.2,0.2,0.2,0.2,0.2,Neutral
1825,eatingdigital,0.2,0.2,0.2,0.2,0.2,Neutral
1826,fleet autonomous transforming amsterdams developed accomplish multiple fro,0.2,0.2,0.2,0.2,0.2,Neutral
1827,open learning advanced,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1828,built first usnavy amp first modern,0.2,0.2,0.2,0.2,0.2,Neutral
1829,b toy modeling testing,2.060000,0.555000,0.525000,0.560000,0.515000,Happiness
1830,elected,0.2,0.2,0.2,0.2,0.2,Neutral
1831,explores ethical artificial,0.2,0.2,0.2,0.2,0.2,Neutral
1832,boosts mature help leukemia lymphoma,0.2,0.2,0.2,0.2,0.2,Neutral
1833,first infiltrating getting used break highprofile,0.2,0.2,0.2,0.2,0.2,Neutral
1834,enough datamake sure cite here important,0.2,0.2,0.2,0.2,0.2,Neutral
1835,quiz many square make continue provide innovator,0.790000,0.715000,0.655000,0.695000,0.670000,Happiness
1836,china summit additional beijing,0.2,0.2,0.2,0.2,0.2,Neutral
1837,human equally important technical,0.2,0.2,0.2,0.2,0.2,Neutral
1838,compensate succeed difficult mental,0.2,0.2,0.2,0.2,0.2,Neutral
1839,geneedited embryo not i see risky also deeply concerned,0.2,0.2,0.2,0.2,0.2,Neutral
1840,enthralled short,0.2,0.2,0.2,0.2,0.2,Neutral
1841,fly firstever moving,0.2,0.2,0.2,0.2,0.2,Neutral
1842,participate photographic displayed,0.2,0.2,0.2,0.2,0.2,Neutral
1843,sends personalized help achieve,0.204375,0.140000,0.140000,0.140625,0.124375,Happiness
1844,makes lead gift new,1.140000,0.297500,0.325000,0.297500,0.277500,Happiness
1845,used detect light electrical living,0.2,0.2,0.2,0.2,0.2,Neutral
1846,infinite,0.2,0.2,0.2,0.2,0.2,Neutral
1847,aj became th,0.2,0.2,0.2,0.2,0.2,Neutral
1848,unraveling complex palestinian,0.2,0.2,0.2,0.2,0.2,Neutral
1849,really collection important,0.2,0.2,0.2,0.2,0.2,Neutral
1850,almost still display,0.2,0.2,0.2,0.2,0.2,Neutral
1851,youanimation chelsea,0.2,0.2,0.2,0.2,0.2,Neutral
1852,give great global,0.2,0.2,0.2,0.2,0.2,Neutral
1853,ocw,0.2,0.2,0.2,0.2,0.2,Neutral
1854,miteecs falling looking,0.082500,0.047188,0.053437,0.046875,0.039062,Happiness
1855,gratitude beloved invited,0.2,0.2,0.2,0.2,0.2,Neutral
1856,ranked dan threequarter shot buzzer first,0.2,0.2,0.2,0.2,0.2,Neutral
1857,inspired extensive usjapan historian japans cultural,0.015820,0.004609,0.004844,0.004609,0.004258,Happiness
1858,want daily dose mit allnew mit daily,0.2,0.2,0.2,0.2,0.2,Neutral
1859,huge amy named newisa senior wa,0.000005,0.000003,0.000003,0.000003,0.000002,Happiness
1860,mit alumnifounded earning bostonglobes best,0.2,0.2,0.2,0.2,0.2,Neutral
1861,using new,0.2,0.2,0.2,0.2,0.2,Neutral
1862,playing grad drake climate fortnite squad abou,0.2,0.2,0.2,0.2,0.2,Neutral
1863,switches different,0.2,0.2,0.2,0.2,0.2,Neutral
1864,tiny replace expensive many,0.2,0.2,0.2,0.2,0.2,Neutral
1865,fellow whos looking,0.2,0.2,0.2,0.2,0.2,Neutral
1866,dfb,0.2,0.2,0.2,0.2,0.2,Neutral
1867,were going sit habitatwe want want find mi,0.2,0.2,0.2,0.2,0.2,Neutral
1868,new proposes laser fashioned planetary,0.2,0.2,0.2,0.2,0.2,Neutral
1869,thirdyear grad arish worked genetic sequencing discovering,0.2,0.2,0.2,0.2,0.2,Neutral
1870,professor new infinite solar,0.2,0.2,0.2,0.2,0.2,Neutral
1871,double major greene builds,0.048906,0.017188,0.016719,0.018281,0.017812,Happiness
1872,sarah rhodes,0.2,0.2,0.2,0.2,0.2,Neutral
1873,lead tiny selfpowered environmental industrial medical,0.2,0.2,0.2,0.2,0.2,Neutral
1874,used save airconditioning,0.003447,0.001201,0.001445,0.001299,0.001006,Happiness
1875,nnovative controlling lead nextgeneration logic,0.327500,0.705000,0.547500,0.497500,0.527500,Anger
1876,creating learn new together remember,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1877,go holiday right like,0.291875,0.073750,0.075000,0.090625,0.068125,Happiness
1878,good compete first,0.000034,0.000009,0.000009,0.000009,0.000009,Happiness
1879,turned lung,0.2,0.2,0.2,0.2,0.2,Neutral
1880,studentrun published first,0.2,0.2,0.2,0.2,0.2,Neutral
1881,works concepts really,0.2,0.2,0.2,0.2,0.2,Neutral
1882,solarpowered prevent freezing,0.2,0.2,0.2,0.2,0.2,Neutral
1883,mit harvardyale stan,0.2,0.2,0.2,0.2,0.2,Neutral
1884,doesnt see show social sees shows,0.000014,0.000005,0.000006,0.000005,0.000004,Happiness
1885,seeing empowered,0.2,0.2,0.2,0.2,0.2,Neutral
1886,ranked arts higher rankings,0.214375,0.108750,0.098125,0.117500,0.102500,Happiness
1887,describes reasoning critical allow,0.2,0.2,0.2,0.2,0.2,Neutral
1888,bursting launch,0.2,0.2,0.2,0.2,0.2,Neutral
1889,helps extreme,0.2,0.2,0.2,0.2,0.2,Neutral
1890,earn athlete headline,0.2,0.2,0.2,0.2,0.2,Neutral
1891,expands oriliving,0.2,0.2,0.2,0.2,0.2,Neutral
1892,project transformed,0.2,0.2,0.2,0.2,0.2,Neutral
1893,art mutually contribute broad,0.107188,0.054375,0.049063,0.058750,0.051250,Happiness
